index,family,kind,n,m,delta,siriaisa_size,optimum,ratio,expected_constant,within_bound,siriaisa_ms,milp_ms
1050,path,bounded,15,14,2,5,5,1.0000,2.0000,1,1.799,11.900
1051,cycle,bounded,3,3,2,1,1,1.0000,2.0000,1,0.731,1.138
1052,ladder,bounded,16,22,3,5,5,1.0000,3.0000,1,2.626,10.108
1053,grid,bounded,25,40,4,7,7,1.0000,4.0000,1,4.152,12.567
1054,regular,bounded,34,51,3,9,9,1.0000,3.0000,1,4.467,40.168
1055,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.921,1.169
1056,lollipop,bounded,7,16,6,1,1,1.0000,6.0000,1,1.154,8.340
1057,clique,rigid,6,15,5,1,1,1.0000,1.0000,1,1.130,1.113
1058,star,rigid,25,24,24,1,1,1.0000,1.0000,1,2.271,1.220
1059,complete_bipartite,rigid,8,15,5,3,3,1.0000,1.0000,1,1.203,1.134
1060,crown,rigid,4,2,1,2,2,1.0000,1.0000,1,0.776,0.803
1061,double_star,rigid,16,15,10,6,6,1.0000,1.0000,1,1.698,0.901
1062,erdos_renyi,random,18,33,8,5,5,1.0000,8.0000,1,2.997,10.633
1063,barabasi_albert,random,21,20,12,7,7,1.0000,12.0000,1,2.415,1.047
1064,random_tree,random,35,34,3,11,11,1.0000,3.0000,1,4.447,11.260
1065,path,bounded,19,18,2,7,7,1.0000,2.0000,1,2.714,10.044
1066,cycle,bounded,19,19,2,7,7,1.0000,2.0000,1,2.569,11.021
1067,ladder,bounded,14,19,3,4,4,1.0000,3.0000,1,2.299,10.932
1068,grid,bounded,20,31,4,6,6,1.0000,4.0000,1,3.258,10.092
1069,regular,bounded,24,36,3,7,7,1.0000,3.0000,1,3.140,11.825
1070,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.894,12.408
1071,lollipop,bounded,15,35,8,3,3,1.0000,8.0000,1,2.533,11.417
1072,clique,rigid,12,66,11,1,1,1.0000,1.0000,1,2.125,1.456
1073,star,rigid,12,11,11,1,1,1.0000,1.0000,1,1.320,1.031
1074,complete_bipartite,rigid,16,63,9,7,7,1.0000,1.0000,1,2.934,1.787
1075,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.406,8.075
1076,double_star,rigid,17,16,9,8,8,1.0000,1.0000,1,2.102,1.061
1077,erdos_renyi,random,29,19,4,16,16,1.0000,4.0000,1,5.562,5.530
1078,barabasi_albert,random,33,32,8,15,15,1.0000,8.0000,1,3.744,1.315
1079,random_tree,random,36,35,4,17,17,1.0000,4.0000,1,4.876,1.317
1080,path,bounded,28,27,2,10,10,1.0000,2.0000,1,3.264,11.249
1081,cycle,bounded,39,39,2,13,13,1.0000,2.0000,1,4.422,12.018
1082,ladder,bounded,22,31,3,6,6,1.0000,3.0000,1,3.396,9.991
1083,grid,bounded,10,13,3,3,3,1.0000,4.0000,1,1.734,10.381
1084,regular,bounded,34,85,5,7,7,1.0000,5.0000,1,5.229,57.344
1085,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.622,1.109
1086,lollipop,bounded,10,24,7,2,2,1.0000,7.0000,1,1.617,1.199
1087,clique,rigid,8,28,7,1,1,1.0000,1.0000,1,1.203,1.011
1088,star,rigid,22,21,21,1,1,1.0000,1.0000,1,1.820,1.034
1089,complete_bipartite,rigid,11,10,10,1,1,1.0000,1.0000,1,1.135,1.110
1090,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.188,9.191
1091,double_star,rigid,20,19,10,10,10,1.0000,1.0000,1,2.259,1.095
1092,erdos_renyi,random,16,16,4,7,7,1.0000,4.0000,1,2.840,9.753
1093,barabasi_albert,random,32,31,7,14,14,1.0000,7.0000,1,3.716,1.186
1094,random_tree,random,35,34,4,13,13,1.0000,4.0000,1,3.894,11.944
1095,path,bounded,11,10,2,4,4,1.0000,2.0000,1,1.676,13.445
1096,cycle,bounded,18,18,2,6,6,1.0000,2.0000,1,2.201,12.159
1097,ladder,bounded,18,25,3,5,5,1.0000,3.0000,1,3.009,10.379
1098,grid,bounded,20,31,4,6,6,1.0000,4.0000,1,3.044,9.658
1099,regular,bounded,22,44,4,5,5,1.0000,4.0000,1,3.316,22.148
1100,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.624,1.036
1101,lollipop,bounded,8,13,5,2,2,1.0000,5.0000,1,1.205,0.954
1102,clique,rigid,9,36,8,1,1,1.0000,1.0000,1,1.358,1.364
1103,star,rigid,30,29,29,1,1,1.0000,1.0000,1,2.405,1.272
1104,complete_bipartite,rigid,12,11,11,1,1,1.0000,1.0000,1,1.179,0.969
1105,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.486,8.716
1106,double_star,rigid,22,21,11,11,11,1.0000,1.0000,1,2.518,1.152
1107,erdos_renyi,random,14,26,6,4,4,1.0000,6.0000,1,2.296,9.232
1108,barabasi_albert,random,26,25,13,10,10,1.0000,13.0000,1,3.058,1.466
1109,random_tree,random,6,5,3,3,3,1.0000,3.0000,1,0.993,0.884
1110,path,bounded,13,12,2,5,5,1.0000,2.0000,1,1.763,11.181
1111,cycle,bounded,8,8,2,3,3,1.0000,2.0000,1,1.164,11.883
1112,ladder,bounded,6,7,3,2,2,1.0000,3.0000,1,1.199,10.389
1113,grid,bounded,12,16,3,4,4,1.0000,4.0000,1,1.943,10.224
1114,regular,bounded,21,42,4,5,5,1.0000,4.0000,1,3.147,9.635
1115,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.969,13.426
1116,lollipop,bounded,9,9,3,3,3,1.0000,3.0000,1,1.558,11.919
1117,clique,rigid,4,6,3,1,1,1.0000,1.0000,1,0.822,1.007
1118,star,rigid,9,8,8,1,1,1.0000,1.0000,1,1.114,1.038
1119,complete_bipartite,rigid,11,28,7,4,4,1.0000,1.0000,1,1.624,1.247
1120,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.320,8.648
1121,double_star,rigid,12,11,9,3,3,1.0000,1.0000,1,1.756,1.023
1122,erdos_renyi,random,14,24,6,4,4,1.0000,6.0000,1,2.331,8.420
1123,barabasi_albert,random,20,19,9,9,9,1.0000,9.0000,1,2.443,1.154
1124,random_tree,random,28,27,4,11,11,1.0000,4.0000,1,3.834,1.323
1125,path,bounded,2,1,1,1,1,1.0000,2.0000,1,0.392,0.782
1126,cycle,bounded,5,5,2,2,2,1.0000,2.0000,1,0.721,11.692
1127,ladder,bounded,14,19,3,4,4,1.0000,3.0000,1,2.365,10.649
1128,grid,bounded,6,7,3,2,2,1.0000,4.0000,1,1.160,10.882
1129,regular,bounded,16,32,4,4,4,1.0000,4.0000,1,2.286,9.684
1130,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.050,12.582
1131,lollipop,bounded,9,14,5,2,2,1.0000,5.0000,1,1.566,1.086
1132,clique,rigid,7,21,6,1,1,1.0000,1.0000,1,1.109,1.037
1133,star,rigid,16,15,15,1,1,1.0000,1.0000,1,1.598,0.957
1134,complete_bipartite,rigid,14,40,10,4,4,1.0000,1.0000,1,1.862,1.549
1135,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.141,8.822
1136,double_star,rigid,9,8,6,3,3,1.0000,1.0000,1,1.479,1.013
1137,erdos_renyi,random,24,82,11,4,4,1.0000,11.0000,1,5.099,8.087
1138,barabasi_albert,random,14,24,8,4,4,1.0000,8.0000,1,2.189,9.408
1139,random_tree,random,15,14,3,6,6,1.0000,3.0000,1,2.054,14.061
1140,path,bounded,20,19,2,7,7,1.0000,2.0000,1,2.859,12.160
1141,cycle,bounded,19,19,2,7,7,1.0000,2.0000,1,2.525,11.610
1142,ladder,bounded,16,22,3,5,5,1.0000,3.0000,1,2.579,10.465
1143,grid,bounded,8,10,3,3,3,1.0000,4.0000,1,1.480,10.000
1144,regular,bounded,26,65,5,6,6,1.0000,5.0000,1,4.948,52.981
1145,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.579,1.166
1146,lollipop,bounded,9,14,5,2,2,1.0000,5.0000,1,1.392,1.161
1147,clique,rigid,7,21,6,1,1,1.0000,1.0000,1,1.015,0.944
1148,star,rigid,18,17,17,1,1,1.0000,1.0000,1,1.600,1.005
1149,complete_bipartite,rigid,21,108,12,9,9,1.0000,1.0000,1,3.725,1.976
1150,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.723,11.056
1151,double_star,rigid,22,21,13,9,9,1.0000,1.0000,1,2.463,1.124
1152,erdos_renyi,random,15,28,6,4,4,1.0000,6.0000,1,2.550,9.892
1153,barabasi_albert,random,9,8,3,4,4,1.0000,3.0000,1,1.445,0.992
1154,random_tree,random,6,5,4,2,2,1.0000,4.0000,1,1.011,0.853
1155,path,bounded,26,25,2,9,9,1.0000,2.0000,1,3.242,11.036
1156,cycle,bounded,22,22,2,8,8,1.0000,2.0000,1,2.839,10.845
1157,ladder,bounded,8,10,3,3,3,1.0000,3.0000,1,1.481,10.145
1158,grid,bounded,10,13,3,3,3,1.0000,4.0000,1,1.705,10.522
1159,regular,bounded,34,51,3,10,10,1.0000,3.0000,1,4.335,49.276
1160,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.886,12.764
1161,lollipop,bounded,16,30,7,4,4,1.0000,7.0000,1,2.529,11.239
1162,clique,rigid,5,10,4,1,1,1.0000,1.0000,1,0.882,1.050
1163,star,rigid,21,20,20,1,1,1.0000,1.0000,1,2.028,1.119
1164,complete_bipartite,rigid,18,72,12,6,6,1.0000,1.0000,1,2.982,1.519
1165,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.104,8.652
1166,double_star,rigid,17,16,13,4,4,1.0000,1.0000,1,2.099,1.177
1167,erdos_renyi,random,24,86,13,4,4,1.0000,13.0000,1,5.362,23.848
1168,barabasi_albert,random,18,32,9,5,5,1.0000,9.0000,1,2.632,9.589
1169,random_tree,random,38,37,4,15,15,1.0000,4.0000,1,5.361,11.730
1170,path,bounded,11,10,2,4,4,1.0000,2.0000,1,1.629,11.014
1171,cycle,bounded,23,23,2,8,8,1.0000,2.0000,1,2.797,12.433
1172,ladder,bounded,32,46,3,9,9,1.0000,3.0000,1,4.673,9.963
1173,grid,bounded,6,7,3,2,2,1.0000,4.0000,1,1.164,10.340
1174,regular,bounded,32,80,5,7,6,1.1667,5.0000,1,5.358,72.241
1175,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.963,12.067
1176,lollipop,bounded,10,15,5,3,3,1.0000,5.0000,1,1.660,16.693
1177,clique,rigid,12,66,11,1,1,1.0000,1.0000,1,2.084,1.380
1178,star,rigid,3,2,2,1,1,1.0000,1.0000,1,0.660,0.876
1179,complete_bipartite,rigid,22,120,12,10,10,1.0000,1.0000,1,3.880,2.482
1180,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.739,10.621
1181,double_star,rigid,8,7,6,2,2,1.0000,1.0000,1,1.383,1.031
1182,erdos_renyi,random,32,123,13,5,5,1.0000,13.0000,1,8.180,21.302
1183,barabasi_albert,random,29,54,16,8,8,1.0000,16.0000,1,4.226,8.778
1184,random_tree,random,23,22,4,9,9,1.0000,4.0000,1,3.138,1.299
1185,path,bounded,14,13,2,5,5,1.0000,2.0000,1,2.002,11.043
1186,cycle,bounded,39,39,2,13,13,1.0000,2.0000,1,5.960,10.994
1187,ladder,bounded,12,16,3,4,4,1.0000,3.0000,1,2.290,10.933
1188,grid,bounded,24,38,4,7,7,1.0000,4.0000,1,4.119,11.472
1189,regular,bounded,9,9,2,4,4,1.0000,2.0000,1,1.526,12.311
1190,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.186,12.992
1191,lollipop,bounded,13,13,3,4,4,1.0000,3.0000,1,2.019,13.591
1192,clique,rigid,2,1,1,1,1,1.0000,1.0000,1,0.505,1.026
1193,star,rigid,9,8,8,1,1,1.0000,1.0000,1,1.169,1.084
1194,complete_bipartite,rigid,18,81,9,9,9,1.0000,1.0000,1,3.498,1.858
1195,crown,rigid,4,2,1,2,2,1.0000,1.0000,1,0.740,0.783
1196,double_star,rigid,6,5,4,2,2,1.0000,1.0000,1,0.952,0.785
1197,erdos_renyi,random,28,142,15,3,3,1.0000,15.0000,1,7.042,22.211
1198,barabasi_albert,random,18,32,8,5,5,1.0000,8.0000,1,2.697,10.265
1199,random_tree,random,27,26,5,9,9,1.0000,5.0000,1,3.508,1.194
1200,path,bounded,3,2,2,1,1,1.0000,2.0000,1,0.742,0.808
1201,cycle,bounded,17,17,2,6,6,1.0000,2.0000,1,1.860,11.482
1202,ladder,bounded,6,7,3,2,2,1.0000,3.0000,1,1.199,10.520
1203,grid,bounded,18,27,4,6,6,1.0000,4.0000,1,2.850,13.319
1204,regular,bounded,24,24,2,8,8,1.0000,2.0000,1,3.215,11.415
1205,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.073,12.754
1206,lollipop,bounded,12,12,3,4,4,1.0000,3.0000,1,2.048,12.183
1207,clique,rigid,6,15,5,1,1,1.0000,1.0000,1,1.024,1.116
1208,star,rigid,2,1,1,1,1,1.0000,1.0000,1,0.461,0.881
1209,complete_bipartite,rigid,4,3,3,1,1,1.0000,1.0000,1,0.694,0.894
1210,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.621,8.152
1211,double_star,rigid,10,9,5,5,5,1.0000,1.0000,1,1.446,0.990
1212,erdos_renyi,random,31,41,6,10,10,1.0000,6.0000,1,4.658,13.198
1213,barabasi_albert,random,14,24,9,3,3,1.0000,9.0000,1,2.060,9.635
1214,random_tree,random,25,24,5,8,8,1.0000,5.0000,1,3.281,13.546
1215,path,bounded,5,4,2,2,2,1.0000,2.0000,1,1.174,0.996
1216,cycle,bounded,6,6,2,2,2,1.0000,2.0000,1,0.990,10.968
1217,ladder,bounded,6,7,3,2,2,1.0000,3.0000,1,1.287,10.368
1218,grid,bounded,4,4,2,2,2,1.0000,4.0000,1,0.770,0.985
1219,regular,bounded,34,85,5,7,7,1.0000,5.0000,1,4.945,46.351
1220,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.578,1.128
1221,lollipop,bounded,14,34,8,3,3,1.0000,8.0000,1,2.061,12.247
1222,clique,rigid,13,78,12,1,1,1.0000,1.0000,1,2.378,1.468
1223,star,rigid,17,16,16,1,1,1.0000,1.0000,1,1.704,1.053
1224,complete_bipartite,rigid,13,42,7,6,6,1.0000,1.0000,1,1.971,1.265
1225,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.466,8.189
1226,double_star,rigid,17,16,9,8,8,1.0000,1.0000,1,2.114,1.235
1227,erdos_renyi,random,15,6,2,9,9,1.0000,2.0000,1,3.521,0.965
1228,barabasi_albert,random,15,26,7,4,4,1.0000,7.0000,1,2.169,9.509
1229,random_tree,random,31,30,4,10,10,1.0000,4.0000,1,4.666,11.520
1230,path,bounded,24,23,2,8,8,1.0000,2.0000,1,3.081,11.593
1231,cycle,bounded,10,10,2,4,4,1.0000,2.0000,1,1.391,11.905
1232,ladder,bounded,34,49,3,9,9,1.0000,3.0000,1,5.203,9.694
1233,grid,bounded,10,13,3,3,3,1.0000,4.0000,1,1.729,9.970
1234,regular,bounded,18,27,3,5,5,1.0000,3.0000,1,2.230,10.692
1235,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.968,12.164
1236,lollipop,bounded,15,20,5,4,4,1.0000,5.0000,1,2.399,12.270
1237,clique,rigid,1,0,0,1,1,1.0000,1.0000,1,0.325,0.924
1238,star,rigid,16,15,15,1,1,1.0000,1.0000,1,1.804,1.083
1239,complete_bipartite,rigid,6,8,4,2,2,1.0000,1.0000,1,0.989,1.016
1240,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.480,8.063
1241,double_star,rigid,22,21,12,10,10,1.0000,1.0000,1,2.442,1.124
1242,erdos_renyi,random,27,40,6,9,9,1.0000,6.0000,1,4.578,9.540
1243,barabasi_albert,random,12,11,9,2,2,1.0000,9.0000,1,2.249,1.569
1244,random_tree,random,22,21,3,7,7,1.0000,3.0000,1,3.238,11.613
1245,path,bounded,18,17,2,6,6,1.0000,2.0000,1,2.549,10.996
1246,cycle,bounded,4,4,2,2,2,1.0000,2.0000,1,1.042,1.064
1247,ladder,bounded,22,31,3,6,6,1.0000,3.0000,1,3.506,9.492
1248,grid,bounded,20,31,4,6,6,1.0000,4.0000,1,3.447,9.891
1249,regular,bounded,34,85,5,7,7,1.0000,5.0000,1,5.432,57.164
1250,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.526,1.064
1251,lollipop,bounded,6,8,4,2,2,1.0000,4.0000,1,1.020,0.915
1252,clique,rigid,8,28,7,1,1,1.0000,1.0000,1,1.098,0.988
1253,star,rigid,31,30,30,1,1,1.0000,1.0000,1,2.644,1.515
1254,complete_bipartite,rigid,7,6,6,1,1,1.0000,1.0000,1,0.880,0.867
1255,crown,rigid,8,12,3,2,2,1.0000,1.0000,1,0.870,10.369
1256,double_star,rigid,18,17,12,6,6,1.0000,1.0000,1,2.263,1.138
1257,erdos_renyi,random,25,93,13,4,4,1.0000,13.0000,1,5.600,21.469
1258,barabasi_albert,random,30,29,10,11,11,1.0000,10.0000,1,3.235,1.285
1259,random_tree,random,2,1,1,1,1,1.0000,1.0000,1,0.406,0.776
1260,path,bounded,40,39,2,14,14,1.0000,2.0000,1,4.528,10.988
1261,cycle,bounded,4,4,2,2,2,1.0000,2.0000,1,0.808,1.001
1262,ladder,bounded,28,40,3,8,8,1.0000,3.0000,1,4.065,11.461
1263,grid,bounded,6,7,3,2,2,1.0000,4.0000,1,1.147,10.543
1264,regular,bounded,31,62,4,8,7,1.1429,4.0000,1,4.596,23.709
1265,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.901,13.666
1266,lollipop,bounded,6,11,5,1,1,1.0000,5.0000,1,1.268,9.417
1267,clique,rigid,4,6,3,1,1,1.0000,1.0000,1,0.725,1.025
1268,star,rigid,24,23,23,1,1,1.0000,1.0000,1,2.145,1.149
1269,complete_bipartite,rigid,11,10,10,1,1,1.0000,1.0000,1,1.205,1.010
1270,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.700,10.926
1271,double_star,rigid,13,12,8,5,5,1.0000,1.0000,1,1.735,1.083
1272,erdos_renyi,random,29,82,10,6,6,1.0000,10.0000,1,6.093,12.961
1273,barabasi_albert,random,23,42,8,4,4,1.0000,8.0000,1,3.075,9.414
1274,random_tree,random,31,30,4,12,12,1.0000,4.0000,1,4.140,1.254
1275,path,bounded,18,17,2,6,6,1.0000,2.0000,1,2.258,11.310
1276,cycle,bounded,8,8,2,3,3,1.0000,2.0000,1,1.175,11.989
1277,ladder,bounded,10,13,3,3,3,1.0000,3.0000,1,1.711,10.824
1278,grid,bounded,6,7,3,2,2,1.0000,4.0000,1,1.149,10.696
1279,regular,bounded,22,44,4,5,5,1.0000,4.0000,1,3.260,14.736
1280,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.629,0.986
1281,lollipop,bounded,9,23,7,2,2,1.0000,7.0000,1,1.396,1.005
1282,clique,rigid,11,55,10,1,1,1.0000,1.0000,1,1.700,1.209
1283,star,rigid,16,15,15,1,1,1.0000,1.0000,1,1.491,1.133
1284,complete_bipartite,rigid,14,33,11,3,3,1.0000,1.0000,1,1.943,1.356
1285,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.208,8.960
1286,double_star,rigid,18,17,9,9,9,1.0000,1.0000,1,3.148,1.852
1287,erdos_renyi,random,27,83,10,4,4,1.0000,10.0000,1,5.621,12.385
1288,barabasi_albert,random,12,20,6,3,3,1.0000,6.0000,1,1.799,9.067
1289,random_tree,random,6,5,3,3,3,1.0000,3.0000,1,1.223,1.076
1290,path,bounded,26,25,2,9,9,1.0000,2.0000,1,3.357,11.228
1291,cycle,bounded,4,4,2,2,2,1.0000,2.0000,1,0.882,1.065
1292,ladder,bounded,24,34,3,7,7,1.0000,3.0000,1,3.524,11.704
1293,grid,bounded,10,13,3,3,3,1.0000,4.0000,1,1.630,10.258
1294,regular,bounded,21,21,2,8,8,1.0000,2.0000,1,3.056,11.114
1295,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.099,12.257
1296,lollipop,bounded,7,7,3,2,2,1.0000,3.0000,1,1.529,1.140
1297,clique,rigid,3,3,2,1,1,1.0000,1.0000,1,0.728,1.279
1298,star,rigid,5,4,4,1,1,1.0000,1.0000,1,0.882,1.552
1299,complete_bipartite,rigid,17,72,9,8,8,1.0000,1.0000,1,3.429,1.613
1300,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.684,11.203
1301,double_star,rigid,22,21,13,9,9,1.0000,1.0000,1,2.493,1.216
1302,erdos_renyi,random,18,38,7,5,5,1.0000,7.0000,1,3.753,12.137
1303,barabasi_albert,random,14,13,6,6,6,1.0000,6.0000,1,1.847,1.015
1304,random_tree,random,10,9,3,3,3,1.0000,3.0000,1,1.351,0.878
1305,path,bounded,5,4,2,2,2,1.0000,2.0000,1,0.863,0.808
1306,cycle,bounded,9,9,2,3,3,1.0000,2.0000,1,1.020,11.228
1307,ladder,bounded,16,22,3,5,5,1.0000,3.0000,1,2.581,11.116
1308,grid,bounded,18,27,4,6,6,1.0000,4.0000,1,2.848,13.743
1309,regular,bounded,24,24,2,9,9,1.0000,2.0000,1,2.961,11.582
1310,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.967,12.080
1311,lollipop,bounded,14,16,4,4,4,1.0000,4.0000,1,2.125,11.194
1312,clique,rigid,12,66,11,1,1,1.0000,1.0000,1,2.105,1.509
1313,star,rigid,29,28,28,1,1,1.0000,1.0000,1,2.445,1.269
1314,complete_bipartite,rigid,15,56,8,7,7,1.0000,1.0000,1,2.167,1.357
1315,crown,rigid,6,6,2,2,2,1.0000,1.0000,1,0.737,11.112
1316,double_star,rigid,9,8,5,4,4,1.0000,1.0000,1,1.452,0.981
1317,erdos_renyi,random,28,25,4,13,13,1.0000,4.0000,1,4.669,15.245
1318,barabasi_albert,random,13,22,6,4,4,1.0000,6.0000,1,2.133,10.582
1319,random_tree,random,36,35,5,13,13,1.0000,5.0000,1,4.549,1.929
1320,path,bounded,30,29,2,10,10,1.0000,2.0000,1,3.639,11.482
1321,cycle,bounded,23,23,2,8,8,1.0000,2.0000,1,3.813,12.062
1322,ladder,bounded,4,4,2,2,2,1.0000,3.0000,1,0.806,1.043
1323,grid,bounded,9,12,4,3,3,1.0000,4.0000,1,1.514,9.429
1324,regular,bounded,19,19,2,7,7,1.0000,2.0000,1,2.561,11.934
1325,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.186,12.490
1326,lollipop,bounded,13,33,8,3,3,1.0000,8.0000,1,2.244,16.746
1327,clique,rigid,9,36,8,1,1,1.0000,1.0000,1,1.480,1.177
1328,star,rigid,2,1,1,1,1,1.0000,1.0000,1,0.439,0.868
1329,complete_bipartite,rigid,8,15,5,3,3,1.0000,1.0000,1,1.233,1.076
1330,crown,rigid,10,20,4,2,2,1.0000,1.0000,1,1.231,9.104
1331,double_star,rigid,12,11,7,5,5,1.0000,1.0000,1,1.748,1.109
1332,erdos_renyi,random,26,44,6,7,7,1.0000,6.0000,1,5.095,9.129
1333,barabasi_albert,random,34,33,10,13,13,1.0000,10.0000,1,3.702,1.255
1334,random_tree,random,11,10,3,4,4,1.0000,3.0000,1,1.549,0.945
1335,path,bounded,10,9,2,4,4,1.0000,2.0000,1,1.312,12.068
1336,cycle,bounded,24,24,2,8,8,1.0000,2.0000,1,2.900,10.296
1337,ladder,bounded,6,7,3,2,2,1.0000,3.0000,1,1.223,10.344
1338,grid,bounded,15,22,4,4,4,1.0000,4.0000,1,2.316,10.316
1339,regular,bounded,30,45,3,8,8,1.0000,3.0000,1,4.136,10.670
1340,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.704,1.018
1341,lollipop,bounded,6,6,3,2,2,1.0000,3.0000,1,1.114,0.905
1342,clique,rigid,1,0,0,1,1,1.0000,1.0000,1,0.275,0.740
1343,star,rigid,30,29,29,1,1,1.0000,1.0000,1,2.252,1.100
1344,complete_bipartite,rigid,17,60,12,5,5,1.0000,1.0000,1,2.514,1.436
1345,crown,rigid,12,30,5,2,2,1.0000,1.0000,1,1.630,8.239
1346,double_star,rigid,24,23,13,11,11,1.0000,1.0000,1,2.605,1.745
1347,erdos_renyi,random,13,28,7,4,4,1.0000,7.0000,1,3.107,8.071
1348,barabasi_albert,random,30,56,13,6,6,1.0000,13.0000,1,4.720,8.992
1349,random_tree,random,3,2,2,1,1,1.0000,2.0000,1,0.684,0.931
1350,path,bounded,28,27,2,10,10,1.0000,2.0000,1,3.387,11.341
1351,cycle,bounded,34,34,2,12,12,1.0000,2.0000,1,4.024,12.303
1352,ladder,bounded,20,28,3,6,6,1.0000,3.0000,1,2.973,13.744
1353,grid,bounded,6,7,3,2,2,1.0000,4.0000,1,1.153,10.033
1354,regular,bounded,3,3,2,1,1,1.0000,2.0000,1,0.669,0.949
1355,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,2.175,12.160
1356,lollipop,bounded,7,12,5,2,2,1.0000,5.0000,1,1.326,1.032
1357,clique,rigid,11,55,10,1,1,1.0000,1.0000,1,1.799,1.258
1358,star,rigid,24,23,23,1,1,1.0000,1.0000,1,2.705,1.121
1359,complete_bipartite,rigid,21,110,11,10,10,1.0000,1.0000,1,3.608,2.406
1360,crown,rigid,4,2,1,2,2,1.0000,1.0000,1,0.787,0.822
1361,double_star,rigid,21,20,12,9,9,1.0000,1.0000,1,2.058,0.982
1362,erdos_renyi,random,25,14,4,14,14,1.0000,4.0000,1,5.852,1.413
1363,barabasi_albert,random,9,8,4,4,4,1.0000,4.0000,1,1.222,0.954
1364,random_tree,random,30,29,4,10,10,1.0000,4.0000,1,3.405,11.794
1365,path,bounded,6,5,2,2,2,1.0000,2.0000,1,1.133,0.973
1366,cycle,bounded,16,16,2,6,6,1.0000,2.0000,1,1.956,10.566
1367,ladder,bounded,26,37,3,7,7,1.0000,3.0000,1,3.987,9.949
1368,grid,bounded,24,38,4,7,7,1.0000,4.0000,1,4.069,11.378
1369,regular,bounded,6,9,3,3,3,1.0000,3.0000,1,0.878,1.052
1370,balanced_tree,bounded,15,14,3,5,5,1.0000,3.0000,1,1.961,11.871
1371,lollipop,bounded,10,24,7,2,2,1.0000,7.0000,1,1.744,1.129
1372,clique,rigid,8,28,7,1,1,1.0000,1.0000,1,1.272,1.088
1373,star,rigid,10,9,9,1,1,1.0000,1.0000,1,1.147,0.905
1374,complete_bipartite,rigid,19,88,11,8,8,1.0000,1.0000,1,3.410,1.792
1375,crown,rigid,8,12,3,2,2,1.0000,1.0000,1,0.904,9.569
1376,double_star,rigid,16,15,13,3,3,1.0000,1.0000,1,2.153,1.065
1377,erdos_renyi,random,9,6,3,5,5,1.0000,3.0000,1,1.723,0.947
1378,barabasi_albert,random,25,24,10,8,8,1.0000,10.0000,1,2.579,1.027
1379,random_tree,random,20,19,4,6,6,1.0000,4.0000,1,2.381,12.264
1380,path,bounded,16,15,2,6,6,1.0000,2.0000,1,2.643,11.880
1381,cycle,bounded,29,29,2,10,10,1.0000,2.0000,1,3.655,12.641
1382,ladder,bounded,20,28,3,6,6,1.0000,3.0000,1,3.078,13.733
1383,grid,bounded,24,38,4,7,7,1.0000,4.0000,1,3.784,11.196
1384,regular,bounded,9,18,4,2,2,1.0000,4.0000,1,1.397,9.696
1385,balanced_tree,bounded,13,12,4,3,3,1.0000,4.0000,1,1.779,1.082
1386,lollipop,bounded,8,10,4,2,2,1.0000,4.0000,1,1.309,1.026
1387,clique,rigid,1,0,0,1,1,1.0000,1.0000,1,0.296,0.808
